OBJECTNUMMER;Energielabel;COORDS;LNG;LAT;
15;"E";"POLYGON((4.973066 52.296858,4.972896 52.2968,4.972483 52.297255,4.971958 52.29707,4.971908 52.297128,4.971946 52.29714,4.97134 52.297806,4.970436 52.297496,4.970819 52.297076,4.970901 52.297103,4.971436 52.296517,4.971474 52.29653,4.971535 52.296465,4.970518 52.296116,4.970466 52.296173,4.970505 52.296187,4.969963 52.296783,4.970042 52.29681,4.969534 52.297368,4.968854 52.297136,4.969364 52.296578,4.969447 52.296606,4.969992 52.296006,4.969867 52.295964,4.969914 52.295912,4.969229 52.295677,4.96918 52.295728,4.969054 52.295685,4.968506 52.296282,4.96859 52.296311,4.968107 52.296841,4.967991 52.296802,4.968092 52.296691,4.967925 52.296634,4.967825 52.296745,4.967883 52.296765,4.967853 52.296797,4.968078 52.296874,4.967958 52.297005,4.967411 52.296818,4.967334 52.296902,4.96788 52.297089,4.967815 52.297161,4.968053 52.297242,4.96829 52.296982,4.968221 52.296958,4.968276 52.296899,4.968345 52.296923,4.968395 52.296868,4.968325 52.296844,4.968448 52.296711,4.968517 52.296735,4.968552 52.296695,4.968482 52.296672,4.968522 52.296629,4.968591 52.296653,4.968626 52.296614,4.968556 52.29659,4.968681 52.296455,4.968749 52.296478,4.9688 52.296424,4.968649 52.296372,4.968726 52.296287,4.968798 52.296311,4.968833 52.296273,4.968762 52.296248,4.968833 52.29617,4.968904 52.296195,4.968938 52.296156,4.968867 52.296132,4.968938 52.296056,4.969009 52.29608,4.969044 52.296042,4.968972 52.296017,4.969045 52.295937,4.969116 52.295962,4.96915 52.295924,4.96908 52.295901,4.969176 52.295795,4.96936 52.295859,4.969322 52.295902,4.969408 52.295931,4.969448 52.295888,4.969588 52.295936,4.969559 52.295967,4.96962 52.295988,4.969657 52.295948,4.969789 52.295989,4.969681 52.296107,4.969609 52.296082,4.969575 52.29612,4.969644 52.296144,4.969572 52.296222,4.969504 52.296199,4.96947 52.296236,4.969538 52.296259,4.969466 52.296338,4.969397 52.296315,4.969363 52.296352,4.969432 52.296376,4.969361 52.296454,4.969292 52.29643,4.969256 52.296468,4.969331 52.296493,4.969252 52.29658,4.969096 52.296527,4.969047 52.296581,4.969117 52.296605,4.968993 52.296743,4.968921 52.296719,4.968887 52.296757,4.968957 52.296781,4.96892 52.296823,4.968849 52.296799,4.968813 52.296837,4.968885 52.296862,4.968762 52.296996,4.968692 52.296972,4.968635 52.297033,4.968812 52.297094,4.9687 52.297219,4.968795 52.297251,4.968756 52.297294,4.968818 52.297315,4.968856 52.297272,4.96898 52.297315,4.968942 52.297358,4.969003 52.29738,4.969043 52.297337,4.969207 52.297393,4.969168 52.297435,4.969231 52.297457,4.96927 52.297414,4.969398 52.297458,4.96936 52.297501,4.96946 52.297536,4.969613 52.297369,4.969794 52.297431,4.969848 52.297372,4.969774 52.297347,4.9699 52.297209,4.969973 52.297234,4.970009 52.297195,4.969934 52.297171,4.969976 52.297126,4.970049 52.297152,4.970083 52.297115,4.970009 52.297089,4.970133 52.296953,4.970206 52.296979,4.970256 52.296924,4.970103 52.296871,4.970181 52.296786,4.970252 52.29681,4.970284 52.296774,4.970214 52.29675,4.970288 52.296669,4.970358 52.296693,4.970391 52.296657,4.970321 52.296633,4.970393 52.296553,4.970463 52.296578,4.970497 52.296541,4.970427 52.296517,4.970498 52.296438,4.970569 52.296461,4.970603 52.296425,4.970532 52.2964,4.970629 52.296294,4.970813 52.296357,4.970774 52.296399,4.970836 52.29642,4.970873 52.296378,4.971041 52.296435,4.971002 52.296477,4.971062 52.296497,4.971101 52.296455,4.971229 52.2965,4.971132 52.296606,4.97106 52.296582,4.971027 52.296618,4.971099 52.296643,4.971028 52.29672,4.970956 52.296696,4.970922 52.296734,4.970994 52.296759,4.970921 52.296839,4.970848 52.296815,4.970817 52.296851,4.970889 52.296875,4.970818 52.296953,4.970744 52.296928,4.97071 52.296967,4.970782 52.296991,4.970703 52.297077,4.970547 52.297024,4.970497 52.297078,4.970571 52.297103,4.970448 52.297239,4.970374 52.297214,4.970338 52.297253,4.970413 52.297279,4.970373 52.297321,4.9703 52.297295,4.970266 52.297332,4.97034 52.297358,4.970285 52.297418,4.970392 52.297454,4.97028 52.297578,4.970372 52.29761,4.970332 52.297653,4.970397 52.297676,4.970437 52.297633,4.970563 52.297676,4.970524 52.297719,4.970586 52.29774,4.970624 52.297697,4.970788 52.297753,4.970748 52.297796,4.970809 52.297818,4.970849 52.297774,4.970979 52.297818,4.970939 52.297862,4.971002 52.297883,4.971041 52.29784,4.971205 52.297895,4.971165 52.297938,4.971267 52.297974,4.971419 52.297806,4.971528 52.297843,4.971579 52.297785,4.971651 52.29781,4.971686 52.297772,4.971615 52.297748,4.971655 52.297703,4.971726 52.297727,4.971761 52.297691,4.971689 52.297666,4.971812 52.297531,4.971883 52.297555,4.971918 52.297518,4.971846 52.297493,4.971938 52.297392,4.972009 52.297416,4.972045 52.297379,4.971973 52.297354,4.97207 52.297248,4.972252 52.29731,4.972212 52.297354,4.972313 52.297389,4.972414 52.297279,4.972618 52.297349,4.972672 52.297291,4.97274 52.297315,4.972774 52.297277,4.972706 52.297253,4.972775 52.297176,4.972846 52.297199,4.97288 52.297162,4.972811 52.297138,4.972882 52.297059,4.972952 52.297083,4.972986 52.297045,4.972916 52.297021,4.972958 52.296977,4.973026 52.297,4.97306 52.296964,4.972992 52.29694,4.973066 52.296858))";"4,9702";"52,2968255";
16;"C";"POLYGON((4.877325 52.384354,4.876306 52.383711,4.875397 52.384241,4.875433 52.384387,4.876353 52.384639,4.876332 52.384673,4.876268 52.384758,4.875348 52.384508,4.875155 52.38458,4.875128 52.385369,4.876607 52.385393,4.876612 52.385208,4.876565 52.385206,4.876566 52.385072,4.876406 52.38507,4.87643 52.384814,4.876531 52.38467,4.876823 52.384488,4.876932 52.384556,4.877015 52.384508,4.877037 52.384522,4.877325 52.384354),(4.877 52.384408,4.876958 52.384381,4.876868 52.384433,4.876755 52.384363,4.876473 52.384531,4.876416 52.384582,4.876295 52.384522,4.875796 52.384386,4.875836 52.384334,4.875721 52.384258,4.876283 52.383927,4.876357 52.383974,4.876422 52.383935,4.877093 52.384352,4.877 52.384408),(4.876422 52.385275,4.875291 52.385263,4.875317 52.384659,4.875407 52.384621,4.876126 52.384815,4.876236 52.384827,4.876219 52.385126,4.876426 52.38513,4.876422 52.385275))";"4,8762265";"52,384552";
17;"C";"POLYGON((4.944754 52.366051,4.94457 52.365526,4.943992 52.365601,4.944004 52.365629,4.943689 52.365671,4.943625 52.365492,4.943941 52.365446,4.943949 52.365471,4.944236 52.365433,4.944079 52.364993,4.943076 52.365137,4.943038 52.365137,4.943037 52.365097,4.942265 52.365094,4.942255 52.366039,4.944754 52.366051),(4.944431 52.365728,4.944491 52.365923,4.943901 52.365919,4.943897 52.365958,4.943429 52.365948,4.943427 52.36588,4.943326 52.365877,4.943325 52.365938,4.94244 52.365935,4.942443 52.365202,4.943065 52.365212,4.943079 52.365254,4.943928 52.365138,4.943995 52.365325,4.943463 52.365396,4.943474 52.365427,4.943437 52.365433,4.943557 52.36577,4.943641 52.365759,4.943653 52.365789,4.944045 52.365734,4.944025 52.365685,4.944456 52.365629,4.944496 52.365714,4.944431 52.365728))";"4,9435045";"52,3655225";
18;"F";"POLYGON((4.793682 52.395388,4.793681 52.395087,4.793596 52.395087,4.793597 52.395038,4.7933 52.395039,4.793302 52.39409,4.792352 52.394088,4.792351 52.394124,4.792241 52.394124,4.79224 52.394454,4.792351 52.394454,4.79235 52.39456,4.79254 52.39456,4.792539 52.394845,4.792067 52.394845,4.792067 52.394991,4.790803 52.39499,4.790802 52.395386,4.793682 52.395388))";"4,792242";"52,3947395";
19;"D";"POLYGON((4.961813 52.300606,4.960958 52.300312,4.960903 52.300371,4.960016 52.300066,4.960249 52.299812,4.960342 52.299844,4.960453 52.299721,4.960192 52.299631,4.96013 52.299698,4.960227 52.299732,4.960158 52.299808,4.960061 52.299775,4.960041 52.299797,4.959988 52.299779,4.959936 52.299835,4.95999 52.299853,4.959924 52.299926,4.95987 52.299908,4.959819 52.299964,4.959872 52.299982,4.95982 52.300038,4.959988 52.300096,4.959921 52.300169,4.959969 52.300185,4.959935 52.300223,4.960016 52.300251,4.96005 52.300213,4.960181 52.300258,4.960147 52.300295,4.960226 52.300322,4.96026 52.300285,4.96039 52.30033,4.960356 52.300367,4.960437 52.300394,4.960471 52.300358,4.960602 52.300403,4.960568 52.300441,4.960644 52.300466,4.960678 52.300428,4.960761 52.300457,4.960818 52.300397,4.960908 52.300428,4.960851 52.300492,4.960929 52.300519,4.960987 52.300456,4.96112 52.300501,4.961085 52.30054,4.961164 52.300567,4.961199 52.300528,4.961328 52.300573,4.961292 52.300611,4.961375 52.30064,4.961412 52.300601,4.961557 52.300651,4.961249 52.300988,4.961151 52.300954,4.961181 52.300922,4.961087 52.30089,4.961058 52.300922,4.96093 52.300879,4.96096 52.300846,4.96088 52.300818,4.96085 52.300851,4.96073 52.300811,4.960784 52.300751,4.960692 52.30072,4.960638 52.300779,4.960505 52.300732,4.960593 52.300638,4.96047 52.300597,4.960437 52.300632,4.96032 52.300592,4.960351 52.300559,4.960259 52.300528,4.96023 52.300561,4.960108 52.30052,4.96014 52.300487,4.960046 52.300455,4.960015 52.300488,4.9599 52.300448,4.959929 52.300415,4.959833 52.300382,4.959803 52.300414,4.959723 52.300387,4.959653 52.300464,4.959431 52.300387,4.959358 52.300466,4.95941 52.300483,4.959294 52.300609,4.959341 52.300626,4.959273 52.300699,4.959227 52.300684,4.959174 52.300741,4.959221 52.300757,4.959175 52.300807,4.959134 52.300789,4.959115 52.300811,4.959061 52.300792,4.959007 52.30085,4.959057 52.300869,4.959008 52.300922,4.95918 52.300981,4.959114 52.301055,4.959159 52.30107,4.959124 52.301109,4.959207 52.301137,4.959242 52.301098,4.959369 52.301142,4.959334 52.30118,4.959413 52.301208,4.959448 52.301169,4.959578 52.301214,4.959543 52.301252,4.959622 52.301279,4.959657 52.301241,4.959795 52.301288,4.959759 52.301327,4.959832 52.301352,4.959868 52.301313,4.959953 52.301342,4.960006 52.301283,4.960098 52.301315,4.960045 52.301373,4.960123 52.301401,4.960177 52.301342,4.960305 52.301387,4.960271 52.301424,4.960352 52.301451,4.960386 52.301414,4.960516 52.301459,4.960482 52.301495,4.960567 52.301524,4.960601 52.301488,4.96075 52.301539,4.960443 52.301875,4.960344 52.301841,4.960373 52.301808,4.960277 52.301774,4.960246 52.301807,4.96013 52.301767,4.96016 52.301734,4.960069 52.301703,4.960038 52.301736,4.959921 52.301696,4.959975 52.301637,4.959881 52.301606,4.959828 52.301664,4.959695 52.301618,4.959781 52.301524,4.959659 52.301483,4.959628 52.301517,4.95951 52.301477,4.959541 52.301443,4.959453 52.301413,4.959422 52.301447,4.959295 52.301403,4.959326 52.301369,4.959237 52.301338,4.959206 52.301372,4.959093 52.301334,4.959125 52.301299,4.95903 52.301266,4.958999 52.301301,4.958911 52.301271,4.958846 52.301343,4.958622 52.301267,4.958546 52.30135,4.95859 52.301365,4.958475 52.301493,4.95853 52.301512,4.958465 52.301583,4.95841 52.301564,4.958359 52.301618,4.958416 52.301638,4.958364 52.301694,4.958263 52.30166,4.958194 52.301735,4.958239 52.301751,4.958189 52.301805,4.958367 52.301866,4.958302 52.301938,4.958352 52.301955,4.958317 52.301993,4.958395 52.302019,4.958429 52.301981,4.958556 52.302025,4.958522 52.302063,4.958607 52.302092,4.958641 52.302054,4.958772 52.302099,4.958738 52.302137,4.958822 52.302165,4.958856 52.302128,4.958984 52.302172,4.95895 52.30221,4.959028 52.302236,4.959063 52.302199,4.959141 52.302226,4.959195 52.302167,4.959293 52.302201,4.95924 52.30226,4.959317 52.302287,4.959371 52.302227,4.959496 52.302271,4.959461 52.30231,4.95954 52.302338,4.959577 52.302298,4.959707 52.302343,4.959671 52.302382,4.959756 52.302411,4.959792 52.302372,4.959923 52.302417,4.959888 52.302457,4.959968 52.302484,4.960004 52.302445,4.960145 52.302494,4.959991 52.302663,4.960161 52.302721,4.96041 52.302449,4.95934 52.302082,4.959287 52.30214,4.958397 52.301834,4.958489 52.301734,4.958532 52.301749,4.958771 52.301488,4.958726 52.301473,4.958817 52.301373,4.959706 52.30168,4.959653 52.301739,4.96051 52.302034,4.961007 52.301492,4.96015 52.301199,4.960096 52.301259,4.959207 52.300953,4.959299 52.300853,4.95934 52.300868,4.959578 52.300605,4.959538 52.300591,4.959628 52.300492,4.960515 52.300796,4.960462 52.300854,4.960961 52.301025,4.960871 52.301124,4.961233 52.301248,4.961204 52.301281,4.961288 52.30131,4.961503 52.301076,4.961413 52.301044,4.961813 52.300606))";"4,960001";"52,301174";
20;"D";"POLYGON((4.912773 52.343817,4.912357 52.343873,4.91227 52.344102,4.912182 52.344089,4.912147 52.344182,4.911422 52.344078,4.911222 52.344076,4.911185 52.344178,4.91072 52.344113,4.910643 52.344318,4.910798 52.34434,4.910732 52.344525,4.91106 52.344577,4.911131 52.344395,4.911264 52.344414,4.911293 52.344311,4.911579 52.344351,4.911591 52.344319,4.912239 52.344409,4.912272 52.344566,4.911973 52.344592,4.911981 52.344642,4.911335 52.344663,4.909103 52.344919,4.909076 52.34484,4.909521 52.344788,4.90938 52.344446,4.910542 52.344267,4.910487 52.344134,4.908767 52.344403,4.908444 52.344356,4.908112 52.345241,4.90872 52.345326,4.908824 52.345045,4.911397 52.344751,4.912389 52.34472,4.912457 52.344544,4.912372 52.344551,4.912514 52.344166,4.912636 52.344184,4.912773 52.343817),(4.90862 52.344817,4.90844 52.344791,4.908562 52.344467,4.908742 52.344492,4.90862 52.344817),(4.908613 52.345219,4.908293 52.345169,4.908419 52.344846,4.9086 52.344871,4.90855 52.345007,4.908679 52.345025,4.908613 52.345219))";"4,9104425";"52,344572";
21;"D";"POLYGON((4.873368 52.361444,4.873235 52.361332,4.87319 52.361205,4.87001 52.360354,4.869541 52.361105,4.871525 52.361622,4.871589 52.361529,4.870793 52.361326,4.87087 52.361212,4.871416 52.361356,4.871476 52.361268,4.870855 52.361104,4.870881 52.361068,4.87169 52.361277,4.871572 52.361455,4.871701 52.361487,4.871661 52.361546,4.871925 52.361613,4.872169 52.361238,4.872215 52.361249,4.872253 52.361195,4.872168 52.361172,4.872247 52.361066,4.872382 52.361104,4.872363 52.361138,4.872452 52.361162,4.872476 52.361129,4.872577 52.361158,4.872551 52.361187,4.872638 52.361209,4.87266 52.36118,4.872765 52.361208,4.872739 52.361245,4.872821 52.361266,4.872849 52.36123,4.872954 52.361259,4.872927 52.361295,4.873014 52.361316,4.873041 52.361282,4.873102 52.361298,4.873032 52.361394,4.873323 52.36147,4.873368 52.361444),(4.872079 52.361147,4.870452 52.360726,4.87041 52.36079,4.870195 52.360735,4.870047 52.360948,4.869839 52.360894,4.870089 52.360567,4.869988 52.360539,4.870038 52.360475,4.870535 52.360609,4.870493 52.360663,4.87059 52.360691,4.870629 52.360635,4.870742 52.360665,4.870701 52.360719,4.870796 52.360742,4.870834 52.360689,4.870942 52.360718,4.870908 52.36077,4.871004 52.360793,4.871034 52.360742,4.871977 52.360995,4.871951 52.36103,4.872041 52.361052,4.872064 52.361019,4.872152 52.361042,4.872079 52.361147))";"4,8714545";"52,3609885";
22;"D";"POLYGON((4.861818 52.367106,4.861285 52.36654,4.861249 52.366551,4.861182 52.36647,4.860985 52.366497,4.860969 52.366585,4.860915 52.366587,4.860551 52.368677,4.8615 52.368734,4.861818 52.367106),(4.861392 52.368462,4.861242 52.368452,4.861315 52.368042,4.861053 52.368024,4.860996 52.368308,4.861097 52.368314,4.861063 52.368494,4.861381 52.368516,4.861357 52.36864,4.86123 52.368631,4.861233 52.368604,4.860707 52.3686,4.860767 52.368293,4.860796 52.368296,4.860804 52.368257,4.86109 52.36665,4.861023 52.366645,4.86104 52.366564,4.861175 52.36655,4.861236 52.366616,4.861193 52.366635,4.861651 52.367119,4.861392 52.368462))";"4,8611845";"52,367601";
23;"E";"POLYGON((4.852235 52.367208,4.85165 52.367105,4.850841 52.36883,4.850014 52.368688,4.849527 52.369747,4.849882 52.369818,4.849846 52.369889,4.849998 52.369916,4.850046 52.369847,4.850157 52.369867,4.850531 52.369063,4.850471 52.369053,4.850561 52.368863,4.850803 52.368905,4.85079 52.368933,4.851411 52.369044,4.852235 52.367208),(4.85128 52.368892,4.851004 52.368843,4.851781 52.367198,4.852055 52.367246,4.85128 52.368892),(4.849837 52.369724,4.849708 52.369699,4.850119 52.368812,4.850264 52.368837,4.849837 52.369724))";"4,850881";"52,3685095";
24;"D";"POLYGON((4.895044 52.347732,4.894974 52.347208,4.891392 52.347392,4.891465 52.34793,4.895022 52.347748,4.895044 52.347732),(4.891612 52.347811,4.891571 52.347511,4.894844 52.347347,4.894884 52.347646,4.891612 52.347811))";"4,893218";"52,3475685";
25;"B";"POLYGON((4.905719 52.36425,4.905595 52.364229,4.905565 52.364286,4.905487 52.364273,4.90552 52.364217,4.905429 52.364196,4.90313 52.363766,4.902797 52.364423,4.905533 52.364949,4.905652 52.36478,4.905505 52.364796,4.905702 52.36441,4.905646 52.364399,4.905719 52.36425),(4.904159 52.36463,4.904054 52.36461,4.904133 52.364456,4.904239 52.364476,4.904159 52.36463),(4.905264 52.364773,4.90514 52.364747,4.905174 52.364686,4.904934 52.364635,4.904966 52.364578,4.904567 52.364494,4.9045 52.364633,4.904242 52.36459,4.904308 52.36445,4.90406 52.364403,4.904033 52.364451,4.903579 52.364362,4.903603 52.364314,4.903524 52.364299,4.903451 52.364438,4.903137 52.364377,4.903191 52.364271,4.903099 52.364255,4.903166 52.364109,4.903219 52.364119,4.903239 52.364084,4.903366 52.364106,4.903393 52.364051,4.903267 52.364026,4.903318 52.363924,4.903667 52.363987,4.903604 52.364111,4.903945 52.364176,4.904005 52.364054,4.904883 52.364236,4.904856 52.364295,4.904995 52.364322,4.905031 52.364239,4.905487 52.364334,4.905264 52.364773))";"4,904258";"52,364357";
26;"E";"POLYGON((4.968928 52.294938,4.968757 52.29488,4.968683 52.294962,4.968613 52.294937,4.968579 52.294974,4.968649 52.294999,4.968609 52.295043,4.968539 52.295019,4.968505 52.295056,4.968575 52.295081,4.96845 52.295215,4.96838 52.295192,4.968346 52.295228,4.968416 52.295253,4.968376 52.295298,4.968306 52.295273,4.968271 52.295311,4.968341 52.295335,4.968261 52.295421,4.96811 52.29537,4.968061 52.295424,4.968131 52.295448,4.96806 52.295527,4.96799 52.295502,4.967956 52.29554,4.968026 52.295564,4.967954 52.295643,4.967884 52.295619,4.96785 52.295655,4.96792 52.29568,4.967847 52.295759,4.967777 52.295734,4.967743 52.295772,4.967813 52.295796,4.967686 52.295936,4.967557 52.295892,4.967597 52.295849,4.967536 52.295828,4.967497 52.295871,4.967355 52.295823,4.967395 52.29578,4.967309 52.295751,4.967271 52.295794,4.967085 52.29573,4.967214 52.295589,4.967284 52.295614,4.967318 52.295576,4.967248 52.295552,4.967321 52.295474,4.967391 52.295498,4.967425 52.295461,4.967355 52.295436,4.967426 52.295358,4.967496 52.295382,4.96753 52.295345,4.96746 52.295321,4.967532 52.295242,4.967603 52.295266,4.967659 52.295204,4.967482 52.295144,4.967506 52.295117,4.967564 52.295137,4.967625 52.29507,4.967566 52.29505,4.967595 52.295019,4.967555 52.295005,4.967595 52.294962,4.967534 52.294942,4.967495 52.294985,4.967367 52.294941,4.967405 52.294898,4.967345 52.294877,4.967305 52.29492,4.967221 52.294891,4.96714 52.294863,4.967179 52.29482,4.967119 52.294799,4.967079 52.294842,4.966909 52.294784,4.966926 52.294768,4.966873 52.29475,4.966897 52.294723,4.966835 52.294702,4.966797 52.294745,4.966757 52.294731,4.966729 52.294763,4.966671 52.294743,4.966615 52.294804,4.966669 52.29483,4.966643 52.294856,4.966537 52.294819,4.966463 52.294901,4.966392 52.294876,4.966358 52.294913,4.966429 52.294938,4.966389 52.294982,4.966318 52.294958,4.966284 52.294995,4.966353 52.295019,4.966226 52.29516,4.966099 52.295115,4.966139 52.295073,4.966077 52.295051,4.966037 52.295094,4.965909 52.295051,4.965949 52.295007,4.965887 52.294986,4.965849 52.295029,4.965699 52.294994,4.965756 52.294933,4.965725 52.294922,4.965764 52.294879,4.965704 52.294858,4.965664 52.294901,4.965535 52.294857,4.965575 52.294813,4.965514 52.294792,4.965475 52.294836,4.965347 52.294792,4.965387 52.294749,4.965324 52.294728,4.965287 52.294771,4.965189 52.294738,4.96513 52.294804,4.965078 52.294785,4.965111 52.29475,4.96501 52.294716,4.964955 52.294776,4.964834 52.294734,4.964802 52.294772,4.964872 52.294796,4.964799 52.294874,4.96473 52.294851,4.964696 52.294887,4.964767 52.294912,4.96469 52.294995,4.964619 52.294972,4.964569 52.295025,4.964639 52.29505,4.964515 52.295186,4.964445 52.295163,4.964388 52.295223,4.964662 52.295318,4.964601 52.295383,4.964697 52.295416,4.964657 52.295459,4.964719 52.29548,4.964757 52.295437,4.964886 52.295481,4.964846 52.295524,4.964907 52.295545,4.964946 52.295501,4.965074 52.295546,4.965036 52.295589,4.965119 52.295618,4.965203 52.295525,4.96535 52.295576,4.965311 52.295618,4.965372 52.295639,4.965411 52.295596,4.965484 52.295621,4.965444 52.295664,4.965505 52.295685,4.965545 52.295642,4.965766 52.295718,4.965727 52.295761,4.965787 52.295782,4.965827 52.295739,4.965956 52.295783,4.965916 52.295826,4.965977 52.295847,4.966016 52.295804,4.966188 52.295863,4.966116 52.295941,4.966046 52.295917,4.966014 52.295953,4.966085 52.295975,4.965991 52.296078,4.96592 52.296053,4.965884 52.296093,4.965954 52.296118,4.965851 52.296231,4.965682 52.296173,4.965721 52.296131,4.965657 52.296108,4.965618 52.29615,4.965487 52.296105,4.965525 52.296063,4.965467 52.296043,4.965428 52.296085,4.965208 52.296009,4.965242 52.295972,4.965186 52.295945,4.965146 52.295988,4.965075 52.295964,4.965113 52.295921,4.965053 52.2959,4.965028 52.295927,4.964891 52.29588,4.964957 52.295808,4.964927 52.295797,4.964967 52.295754,4.964905 52.295733,4.964865 52.295776,4.964737 52.295732,4.964777 52.295689,4.964715 52.295669,4.964677 52.295712,4.964548 52.295667,4.964587 52.295624,4.964527 52.295603,4.964487 52.295646,4.964265 52.29557,4.964303 52.295527,4.964243 52.295506,4.964205 52.295549,4.964165 52.295535,4.964091 52.295617,4.963918 52.295558,4.963424 52.296097,4.963432 52.296171,4.963509 52.29615,4.96358 52.296175,4.963534 52.296225,4.964167 52.296442,4.964249 52.29635,4.963591 52.296125,4.964044 52.295631,4.964911 52.295928,4.964831 52.296017,4.965842 52.296363,4.965912 52.296286,4.965998 52.296315,4.96638 52.295897,4.966487 52.295933,4.966614 52.295794,4.966427 52.295729,4.966365 52.295786,4.965348 52.295438,4.965303 52.295488,4.964662 52.295268,4.965062 52.29483,4.965712 52.295054,4.965665 52.295104,4.966175 52.295278,4.966221 52.295225,4.966348 52.295269,4.966724 52.294858,4.967437 52.295102,4.966868 52.295723,4.966995 52.295767,4.966948 52.295819,4.967633 52.296055,4.967681 52.296004,4.967806 52.296047,4.968378 52.295421,4.96846 52.295449,4.968928 52.294938))";"4,966176";"52,2955705";
